09-23-2026 17:40:46 RAM 6315/30697MB (lfb 251x4MB) SWAP 506/15348MB (cached 0MB) CPU [58%@2201,9%@2201,12%@2201,9%@2201,8%@2201,17%@2201,15%@2201,10%@2201,9%@2201,10%@2201,12%@2201,7%@2201] GR3D_FREQ 0% cpu@58.375C soc2@54.093C soc0@55.125C gpu@52.718C tj@58.375C soc1@55.468C VDD_GPU_SOC 4931mW/4931mW VDD_CPU_CV 3790mW/3790mW VIN_SYS_5V0 5024mW/5024mW
09-23-2026 17:42:35 RAM 24085/30697MB (lfb 4x4MB) SWAP 511/15348MB (cached 0MB) CPU [2%@2201,0%@2201,0%@2201,0%@2201,5%@2201,1%@2201,0%@2201,44%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.562C soc2@53.906C soc0@55.187C gpu@53.781C tj@58.562C soc1@55.281C VDD_GPU_SOC 15879mW/7582mW VDD_CPU_CV 2267mW/2892mW VIN_SYS_5V0 7636mW/5750mW
09-23-2026 17:42:36 RAM 24085/30697MB (lfb 4x4MB) SWAP 511/15348MB (cached 0MB) CPU [8%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,100%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@58.375C soc2@53.5C soc0@55.031C gpu@53C tj@58.375C soc1@55.312C VDD_GPU_SOC 6069mW/7568mW VDD_CPU_CV 2274mW/2886mW VIN_SYS_5V0 5626mW/5749mW
09-23-2026 17:42:37 RAM 25474/30697MB (lfb 6x2MB) SWAP 511/15348MB (cached 0MB) CPU [3%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,31%@2201] GR3D_FREQ 0% cpu@58.625C soc2@53.281C soc0@54.687C gpu@52.781C tj@58.625C soc1@55C VDD_GPU_SOC 5688mW/7551mW VDD_CPU_CV 3411mW/2891mW VIN_SYS_5V0 5626mW/5748mW
09-23-2026 17:42:38 RAM 26994/30697MB (lfb 6x2MB) SWAP 511/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,1%@2201,1%@2201,40%@2201] GR3D_FREQ 0% cpu@58C soc2@53.187C soc0@54.656C gpu@52.781C tj@58C soc1@54.968C VDD_GPU_SOC 5311mW/7531mW VDD_CPU_CV 2653mW/2889mW VIN_SYS_5V0 5526mW/5746mW
09-23-2026 17:42:39 RAM 27225/30697MB (lfb 7x2MB) SWAP 511/15348MB (cached 0MB) CPU [4%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,36%@2201,2%@2201,8%@2201,0%@2201,9%@2201] GR3D_FREQ 15% cpu@59.031C soc2@54.375C soc0@55.531C gpu@56.25C tj@59.031C soc1@55.187C VDD_GPU_SOC 23004mW/7668mW VDD_CPU_CV 1884mW/2880mW VIN_SYS_5V0 9344mW/5777mW
09-23-2026 17:42:40 RAM 27253/30697MB (lfb 8x4MB) SWAP 511/15348MB (cached 0MB) CPU [3%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,17%@2201,0%@2201,1%@2201,14%@2201,0%@2201] GR3D_FREQ 99% cpu@58.843C soc2@55C soc0@56.125C gpu@58.312C tj@58.843C soc1@55.343C VDD_GPU_SOC 27859mW/7845mW VDD_CPU_CV 1881mW/2871mW VIN_SYS_5V0 10449mW/5818mW
09-23-2026 17:42:41 RAM 27259/30697MB (lfb 8x4MB) SWAP 511/15348MB (cached 0MB) CPU [4%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,21%@2201,1%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 99% cpu@59.343C soc2@55.25C soc0@56.218C gpu@58.375C tj@59.343C soc1@55.656C VDD_GPU_SOC 27859mW/8019mW VDD_CPU_CV 1881mW/2863mW VIN_SYS_5V0 10449mW/5859mW
09-23-2026 17:42:42 RAM 27251/30697MB (lfb 8x4MB) SWAP 515/15348MB (cached 0MB) CPU [4%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,22%@2201,5%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 99% cpu@59.843C soc2@55.093C soc0@56.312C gpu@58C tj@59.843C soc1@55.625C VDD_GPU_SOC 25988mW/8174mW VDD_CPU_CV 1882mW/2854mW VIN_SYS_5V0 10650mW/5900mW
09-23-2026 17:42:43 RAM 27260/30697MB (lfb 8x4MB) SWAP 518/15348MB (cached 0MB) CPU [3%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,20%@2201,2%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 3% cpu@59.875C soc2@55.125C soc0@56.187C gpu@57.218C tj@59.875C soc1@55.812C VDD_GPU_SOC 24868mW/8317mW VDD_CPU_CV 1883mW/2846mW VIN_SYS_5V0 10550mW/5940mW
09-23-2026 17:42:44 RAM 27269/30697MB (lfb 8x4MB) SWAP 518/15348MB (cached 0MB) CPU [2%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,16%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@59.968C soc2@55.562C soc0@56.437C gpu@58.531C tj@59.968C soc1@55.937C VDD_GPU_SOC 25988mW/8467mW VDD_CPU_CV 1505mW/2835mW VIN_SYS_5V0 11253mW/5985mW
09-23-2026 17:42:45 RAM 27299/30697MB (lfb 4x4MB) SWAP 518/15348MB (cached 0MB) CPU [4%@2201,1%@2201,0%@2201,0%@2201,0%@2201,33%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201] GR3D_FREQ 2% cpu@60.218C soc2@55.375C soc0@56.343C gpu@57.5C tj@60.218C soc1@56.062C VDD_GPU_SOC 24125mW/8598mW VDD_CPU_CV 1884mW/2827mW VIN_SYS_5V0 10164mW/6020mW
09-23-2026 17:42:46 RAM 27326/30697MB (lfb 16x2MB) SWAP 518/15348MB (cached 0MB) CPU [3%@2201,0%@2201,0%@2201,0%@2201,9%@2201,27%@2201,2%@2201,3%@2201,2%@2201,3%@2201,4%@2201,1%@2201] GR3D_FREQ 99% cpu@59.812C soc2@55.781C soc0@56.593C gpu@58.781C tj@59.812C soc1@56.312C VDD_GPU_SOC 25245mW/8737mW VDD_CPU_CV 2259mW/2822mW VIN_SYS_5V0 10365mW/6056mW
09-23-2026 17:42:47 RAM 27358/30697MB (lfb 1x4MB) SWAP 518/15348MB (cached 0MB) CPU [4%@2201,1%@2201,0%@2201,1%@2201,36%@2201,0%@2201,0%@2201,0%@2201,3%@2201,9%@2201,0%@2201,1%@2201] GR3D_FREQ 99% cpu@60.093C soc2@55.812C soc0@56.812C gpu@58.687C tj@60.093C soc1@56.437C VDD_GPU_SOC 24868mW/8870mW VDD_CPU_CV 1883mW/2814mW VIN_SYS_5V0 10265mW/6091mW
09-23-2026 17:42:48 RAM 27396/30697MB (lfb 7x2MB) SWAP 518/15348MB (cached 0MB) CPU [0%@2201,0%@2201,3%@2201,0%@2201,36%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 99% cpu@60.062C soc2@55.625C soc0@56.531C gpu@58.187C tj@60.062C soc1@56.25C VDD_GPU_SOC 22617mW/8983mW VDD_CPU_CV 1884mW/2806mW VIN_SYS_5V0 10650mW/6128mW
09-23-2026 17:42:49 RAM 27425/30697MB (lfb 7x2MB) SWAP 518/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,0%@2201,48%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201] GR3D_FREQ 10% cpu@61.343C soc2@55.531C soc0@56.5C gpu@57.468C tj@61.343C soc1@56.25C VDD_GPU_SOC 21495mW/9085mW VDD_CPU_CV 2261mW/2802mW VIN_SYS_5V0 10751mW/6166mW
09-23-2026 17:42:50 RAM 27437/30697MB (lfb 7x2MB) SWAP 524/15348MB (cached 0MB) CPU [0%@2201,1%@2201,8%@2201,0%@2201,49%@2201,0%@2201,0%@2201,0%@2201,2%@2201,8%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@60.156C soc2@55.656C soc0@56.562C gpu@57.562C tj@60.156C soc1@56.312C VDD_GPU_SOC 20364mW/9176mW VDD_CPU_CV 2261mW/2798mW VIN_SYS_5V0 11052mW/6205mW
09-23-2026 17:42:51 RAM 27506/30697MB (lfb 7x2MB) SWAP 524/15348MB (cached 0MB) CPU [1%@2201,0%@2201,8%@2201,0%@2201,39%@2201,0%@2201,0%@2201,0%@2201,0%@2201,4%@2201,5%@2201,1%@2201] GR3D_FREQ 99% cpu@60.625C soc2@56.187C soc0@57C gpu@59.968C tj@60.625C soc1@56.5C VDD_GPU_SOC 27859mW/9325mW VDD_CPU_CV 2257mW/2793mW VIN_SYS_5V0 10650mW/6241mW
09-23-2026 17:42:52 RAM 27532/30697MB (lfb 4x4MB) SWAP 524/15348MB (cached 0MB) CPU [3%@2201,1%@2201,8%@2201,1%@2201,29%@2201,7%@2201,0%@2201,0%@2201,0%@2201,0%@2201,6%@2201,1%@2201] GR3D_FREQ 99% cpu@60.968C soc2@56.343C soc0@57.218C gpu@59.437C tj@60.968C soc1@56.593C VDD_GPU_SOC 28236mW/9475mW VDD_CPU_CV 2257mW/2789mW VIN_SYS_5V0 10248mW/6273mW
09-23-2026 17:42:53 RAM 27556/30697MB (lfb 1x4MB) SWAP 524/15348MB (cached 0MB) CPU [5%@2201,0%@2201,4%@2201,1%@2201,0%@2201,30%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@60.781C soc2@56.437C soc0@57.468C gpu@59.406C tj@60.781C soc1@56.875C VDD_GPU_SOC 29352mW/9632mW VDD_CPU_CV 1880mW/2782mW VIN_SYS_5V0 10466mW/6306mW
09-23-2026 17:42:54 RAM 27563/30697MB (lfb 9x2MB) SWAP 524/15348MB (cached 0MB) CPU [2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,38%@2201,0%@2201,0%@2201,0%@2201,5%@2201,2%@2201,0%@2201] GR3D_FREQ 38% cpu@61.406C soc2@56.343C soc0@57.437C gpu@58.156C tj@61.406C soc1@56.687C VDD_GPU_SOC 26741mW/9765mW VDD_CPU_CV 2258mW/2778mW VIN_SYS_5V0 10449mW/6338mW
09-23-2026 17:42:55 RAM 27587/30697MB (lfb 14x2MB) SWAP 524/15348MB (cached 0MB) CPU [2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,46%@2201,0%@2201,0%@2201,0%@2201,0%@2201,4%@2201,1%@2201] GR3D_FREQ 99% cpu@61.093C soc2@56.406C soc0@57.25C gpu@59.437C tj@61.093C soc1@56.812C VDD_GPU_SOC 25611mW/9888mW VDD_CPU_CV 2258mW/2774mW VIN_SYS_5V0 11153mW/6375mW
09-23-2026 17:42:56 RAM 27623/30697MB (lfb 14x2MB) SWAP 524/15348MB (cached 0MB) CPU [1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,50%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201] GR3D_FREQ 99% cpu@61.437C soc2@56.343C soc0@57.031C gpu@57.906C tj@61.437C soc1@56.875C VDD_GPU_SOC 22994mW/9989mW VDD_CPU_CV 2260mW/2770mW VIN_SYS_5V0 11253mW/6413mW
09-23-2026 17:42:57 RAM 27643/30697MB (lfb 9x2MB) SWAP 524/15348MB (cached 0MB) CPU [0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,79%@2201,0%@2201,0%@2201,0%@2201,2%@2201,3%@2201,1%@2201] GR3D_FREQ 0% cpu@60.5C soc2@55.593C soc0@56.562C gpu@55.343C tj@60.5C soc1@56.875C VDD_GPU_SOC 9846mW/9988mW VDD_CPU_CV 2271mW/2766mW VIN_SYS_5V0 7134mW/6418mW
09-23-2026 17:42:58 RAM 28060/30697MB (lfb 12x4MB) SWAP 524/15348MB (cached 0MB) CPU [1%@2201,1%@2201,8%@2201,1%@2201,0%@2201,96%@2201,0%@2201,1%@2201,7%@2201,6%@2201,8%@2201,0%@2201] GR3D_FREQ 0% cpu@60.25C soc2@55.468C soc0@56.531C gpu@55.156C tj@60.25C soc1@56.843C VDD_GPU_SOC 7959mW/9973mW VDD_CPU_CV 2651mW/2765mW VIN_SYS_5V0 6229mW/6417mW
09-23-2026 17:42:59 RAM 28002/30697MB (lfb 16x4MB) SWAP 524/15348MB (cached 0MB) CPU [2%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,98%@2201,1%@2201,0%@2201,3%@2201,1%@2201] GR3D_FREQ 0% cpu@60.031C soc2@54.937C soc0@56.406C gpu@54.593C tj@60.031C soc1@56.656C VDD_GPU_SOC 5311mW/9938mW VDD_CPU_CV 2653mW/2764mW VIN_SYS_5V0 5325mW/6409mW
09-23-2026 17:43:00 RAM 28007/30697MB (lfb 16x4MB) SWAP 524/15348MB (cached 0MB) CPU [2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.718C soc2@54.843C soc0@56.343C gpu@54.406C tj@59.718C soc1@56.468C VDD_GPU_SOC 5311mW/9903mW VDD_CPU_CV 2654mW/2764mW VIN_SYS_5V0 5325mW/6401mW
09-23-2026 17:43:01 RAM 28021/30697MB (lfb 16x4MB) SWAP 524/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.875C soc2@54.687C soc0@55.968C gpu@54.125C tj@59.875C soc1@56.437C VDD_GPU_SOC 5311mW/9869mW VDD_CPU_CV 2654mW/2763mW VIN_SYS_5V0 5325mW/6393mW
09-23-2026 17:43:02 RAM 28043/30697MB (lfb 16x4MB) SWAP 524/15348MB (cached 0MB) CPU [0%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.281C soc2@54.625C soc0@56C gpu@53.968C tj@59.281C soc1@56.375C VDD_GPU_SOC 5311mW/9835mW VDD_CPU_CV 2275mW/2759mW VIN_SYS_5V0 5224mW/6384mW
09-23-2026 17:43:03 RAM 28085/30697MB (lfb 10x4MB) SWAP 524/15348MB (cached 0MB) CPU [3%@2201,0%@2201,0%@2201,1%@2201,6%@2201,0%@2201,1%@2201,91%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@59.937C soc2@54.625C soc0@55.937C gpu@53.875C tj@59.937C soc1@56.343C VDD_GPU_SOC 5311mW/9802mW VDD_CPU_CV 2654mW/2758mW VIN_SYS_5V0 5224mW/6376mW
09-23-2026 17:43:04 RAM 28098/30697MB (lfb 11x4MB) SWAP 524/15348MB (cached 0MB) CPU [4%@2201,26%@2201,0%@2201,1%@2201,5%@2201,22%@2201,5%@2201,0%@2201,2%@2201,0%@2201,1%@2201,32%@2201] GR3D_FREQ 99% cpu@59.312C soc2@55.437C soc0@56.531C gpu@58C tj@59.312C soc1@56.343C VDD_GPU_SOC 12481mW/9822mW VDD_CPU_CV 3024mW/2760mW VIN_SYS_5V0 6430mW/6376mW
09-23-2026 17:43:05 RAM 28164/30697MB (lfb 1x4MB) SWAP 532/15348MB (cached 0MB) CPU [4%@2201,1%@2201,0%@2201,50%@2201,0%@2201,69%@2201,0%@2201,2%@2201,14%@2201,0%@2201,8%@2201,1%@2201] GR3D_FREQ 99% cpu@60.062C soc2@55.812C soc0@57.093C gpu@59.5C tj@60.062C soc1@56.593C VDD_GPU_SOC 21863mW/9908mW VDD_CPU_CV 3391mW/2765mW VIN_SYS_5V0 9244mW/6397mW
09-23-2026 17:43:06 RAM 28170/30697MB (lfb 9x4MB) SWAP 532/15348MB (cached 0MB) CPU [1%@2201,0%@2201,2%@2201,90%@2201,1%@2201,13%@2201,0%@2201,5%@2201,0%@2201,0%@2201,6%@2201,1%@2201] GR3D_FREQ 99% cpu@61.218C soc2@56.281C soc0@57.156C gpu@59.375C tj@61.218C soc1@56.562C VDD_GPU_SOC 33421mW/10076mW VDD_CPU_CV 3002mW/2767mW VIN_SYS_5V0 12660mW/6441mW
09-23-2026 17:43:07 RAM 28171/30697MB (lfb 9x4MB) SWAP 532/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,82%@2201,0%@2201,24%@2201,0%@2201,2%@2201,0%@2201,0%@2201,2%@2201,0%@2201] GR3D_FREQ 99% cpu@61.343C soc2@57.062C soc0@57.718C gpu@61.687C tj@62.187C soc1@56.781C VDD_GPU_SOC 37144mW/10268mW VDD_CPU_CV 3000mW/2768mW VIN_SYS_5V0 12359mW/6483mW
09-23-2026 17:43:08 RAM 28171/30697MB (lfb 9x4MB) SWAP 532/15348MB (cached 0MB) CPU [1%@2201,3%@2201,1%@2201,81%@2201,1%@2201,24%@2201,0%@2201,4%@2201,0%@2201,0%@2201,2%@2201,1%@2201] GR3D_FREQ 99% cpu@61.375C soc2@57.281C soc0@58C gpu@62.218C tj@62.218C soc1@57.031C VDD_GPU_SOC 36034mW/10450mW VDD_CPU_CV 3001mW/2770mW VIN_SYS_5V0 12560mW/6526mW
09-23-2026 17:43:09 RAM 28169/30697MB (lfb 9x4MB) SWAP 532/15348MB (cached 0MB) CPU [2%@2201,1%@2201,0%@2201,86%@2201,0%@2201,12%@2201,0%@2201,15%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@61.843C soc2@57.062C soc0@57.718C gpu@58.656C tj@61.843C soc1@57.281C VDD_GPU_SOC 31557mW/10597mW VDD_CPU_CV 3005mW/2771mW VIN_SYS_5V0 12459mW/6568mW
09-23-2026 17:43:10 RAM 28160/30697MB (lfb 9x4MB) SWAP 532/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,100%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@60.75C soc2@55.843C soc0@56.937C gpu@55.562C tj@60.75C soc1@57.156C VDD_GPU_SOC 7580mW/10576mW VDD_CPU_CV 2652mW/2771mW VIN_SYS_5V0 6028mW/6564mW
09-23-2026 17:43:11 RAM 27204/30697MB (lfb 14x4MB) SWAP 532/15348MB (cached 0MB) CPU [4%@2201,1%@2201,2%@2201,1%@2201,26%@2201,27%@2201,0%@2201,16%@2201,6%@2201,8%@2201,2%@2201,2%@2201] GR3D_FREQ 0% cpu@60.5C soc2@55.343C soc0@56.687C gpu@54.906C tj@60.5C soc1@56.875C VDD_GPU_SOC 5311mW/10540mW VDD_CPU_CV 2653mW/2770mW VIN_SYS_5V0 5224mW/6555mW
09-23-2026 17:43:12 RAM 20112/30697MB (lfb 116x4MB) SWAP 532/15348MB (cached 0MB) CPU [49%@2201,1%@2201,0%@2201,1%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@60.625C soc2@55.406C soc0@56.406C gpu@54.625C tj@60.625C soc1@56.812C VDD_GPU_SOC 5308mW/10504mW VDD_CPU_CV 3411mW/2774mW VIN_SYS_5V0 5526mW/6548mW
09-23-2026 17:43:13 RAM 7751/30697MB (lfb 346x4MB) SWAP 532/15348MB (cached 0MB) CPU [40%@2201,0%@2201,0%@2201,0%@2201,1%@2201,54%@2201,0%@2201,0%@2201,0%@2201,46%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.5C soc2@54.937C soc0@56.281C gpu@54.5C tj@59.5C soc1@56.718C VDD_GPU_SOC 5311mW/10469mW VDD_CPU_CV 2654mW/2773mW VIN_SYS_5V0 5425mW/6540mW
09-23-2026 17:43:14 RAM 7698/30697MB (lfb 350x4MB) SWAP 532/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@59.468C soc2@54.875C soc0@56.25C gpu@54.187C tj@59.468C soc1@56.625C VDD_GPU_SOC 5311mW/10434mW VDD_CPU_CV 2275mW/2770mW VIN_SYS_5V0 5325mW/6532mW
09-23-2026 17:43:15 RAM 7699/30697MB (lfb 350x4MB) SWAP 532/15348MB (cached 0MB) CPU [0%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@59.343C soc2@54.781C soc0@56.218C gpu@54.062C tj@59.343C soc1@56.593C VDD_GPU_SOC 5313mW/10400mW VDD_CPU_CV 2275mW/2767mW VIN_SYS_5V0 5325mW/6524mW
09-23-2026 17:43:16 RAM 6679/30697MB (lfb 387x4MB) SWAP 531/15348MB (cached 0MB) CPU [2%@2201,3%@2201,1%@2201,0%@2201,2%@2201,3%@2201,2%@2201,11%@2201,2%@2201,55%@2201,5%@2201,0%@2201] GR3D_FREQ 0% cpu@59.218C soc2@54.656C soc0@56.125C gpu@53.937C tj@59.218C soc1@56.718C VDD_GPU_SOC 4931mW/10363mW VDD_CPU_CV 2275mW/2763mW VIN_SYS_5V0 4923mW/6513mW
