09-23-2026 17:24:00 RAM 6940/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [11%@2201,10%@2201,9%@2201,9%@2201,18%@2201,51%@2201,11%@2201,8%@2201,9%@2201,15%@2201,17%@2201,10%@2201] GR3D_FREQ 0% cpu@61.312C soc2@56.312C soc0@57.656C gpu@55.468C tj@61.562C soc1@58.25C VDD_GPU_SOC 5308mW/5308mW VDD_CPU_CV 3788mW/3788mW VIN_SYS_5V0 5124mW/5124mW
09-23-2026 17:25:48 RAM 16279/30697MB (lfb 266x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.468C soc2@54.656C soc0@55.781C gpu@53.75C tj@59.468C soc1@56.125C VDD_GPU_SOC 5311mW/6934mW VDD_CPU_CV 3032mW/2919mW VIN_SYS_5V0 4923mW/5533mW
09-23-2026 17:25:49 RAM 16289/30697MB (lfb 266x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@59.375C soc2@54.531C soc0@55.843C gpu@53.625C tj@59.375C soc1@56.187C VDD_GPU_SOC 4931mW/6915mW VDD_CPU_CV 3032mW/2920mW VIN_SYS_5V0 4923mW/5528mW
09-23-2026 17:25:50 RAM 16294/30697MB (lfb 266x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.125C soc2@54.375C soc0@55.781C gpu@53.656C tj@59.125C soc1@56C VDD_GPU_SOC 5311mW/6901mW VDD_CPU_CV 2653mW/2918mW VIN_SYS_5V0 5325mW/5526mW
09-23-2026 17:25:51 RAM 16312/30697MB (lfb 262x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.093C soc2@54.375C soc0@55.812C gpu@53.5C tj@59.093C soc1@55.968C VDD_GPU_SOC 5311mW/6887mW VDD_CPU_CV 2653mW/2916mW VIN_SYS_5V0 5224mW/5523mW
09-23-2026 17:25:52 RAM 16369/30697MB (lfb 235x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,2%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@59.406C soc2@54.343C soc0@55.562C gpu@53.531C tj@59.406C soc1@55.937C VDD_GPU_SOC 5308mW/6873mW VDD_CPU_CV 3032mW/2917mW VIN_SYS_5V0 5124mW/5520mW
09-23-2026 17:25:53 RAM 16450/30697MB (lfb 201x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,4%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.062C soc2@54.343C soc0@55.531C gpu@53.437C tj@59.062C soc1@55.937C VDD_GPU_SOC 4931mW/6856mW VDD_CPU_CV 3032mW/2918mW VIN_SYS_5V0 5024mW/5515mW
09-23-2026 17:25:54 RAM 16496/30697MB (lfb 183x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.343C soc2@54.406C soc0@55.656C gpu@53.406C tj@59.343C soc1@56.031C VDD_GPU_SOC 5308mW/6842mW VDD_CPU_CV 3032mW/2919mW VIN_SYS_5V0 5224mW/5513mW
09-23-2026 17:25:55 RAM 16499/30697MB (lfb 183x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.093C soc2@54.375C soc0@55.593C gpu@53.5C tj@59.093C soc1@56.125C VDD_GPU_SOC 5308mW/6829mW VDD_CPU_CV 3032mW/2920mW VIN_SYS_5V0 5224mW/5510mW
09-23-2026 17:25:56 RAM 16501/30697MB (lfb 182x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.187C soc2@54.375C soc0@55.656C gpu@53.437C tj@59.187C soc1@55.812C VDD_GPU_SOC 5308mW/6816mW VDD_CPU_CV 3032mW/2921mW VIN_SYS_5V0 5224mW/5508mW
09-23-2026 17:25:57 RAM 16503/30697MB (lfb 182x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.343C soc2@54.25C soc0@55.375C gpu@53.5C tj@59.343C soc1@55.812C VDD_GPU_SOC 5311mW/6803mW VDD_CPU_CV 3032mW/2922mW VIN_SYS_5V0 5124mW/5505mW
09-23-2026 17:25:58 RAM 16506/30697MB (lfb 182x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,79%@2201,0%@2201,5%@2201,0%@2201,1%@2201,1%@2201,0%@2201,21%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@58.625C soc2@54.156C soc0@55.437C gpu@53.468C tj@58.625C soc1@55.875C VDD_GPU_SOC 4929mW/6788mW VDD_CPU_CV 3411mW/2926mW VIN_SYS_5V0 5124mW/5501mW
09-23-2026 17:25:59 RAM 16507/30697MB (lfb 182x1MB) SWAP 471/15348MB (cached 0MB) CPU [10%@2201,0%@2201,0%@2201,8%@2201,0%@2201,1%@2201,1%@2201,0%@2201,90%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.125C soc2@54.343C soc0@55.406C gpu@53.437C tj@59.125C soc1@55.843C VDD_GPU_SOC 4929mW/6772mW VDD_CPU_CV 3411mW/2930mW VIN_SYS_5V0 5024mW/5498mW
09-23-2026 17:26:00 RAM 16512/30697MB (lfb 180x1MB) SWAP 471/15348MB (cached 0MB) CPU [1%@2201,1%@2201,0%@2201,18%@2201,1%@2201,1%@2201,1%@2201,0%@2201,100%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@58.625C soc2@54.156C soc0@55.437C gpu@53.468C tj@58.625C soc1@55.875C VDD_GPU_SOC 5308mW/6760mW VDD_CPU_CV 3411mW/2934mW VIN_SYS_5V0 5325mW/5496mW
09-23-2026 17:26:01 RAM 16514/30697MB (lfb 180x1MB) SWAP 471/15348MB (cached 0MB) CPU [4%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,100%@2201,0%@2201,2%@2201,0%@2201] GR3D_FREQ 0% cpu@58.656C soc2@53.937C soc0@55.468C gpu@53.218C tj@58.656C soc1@55.937C VDD_GPU_SOC 5308mW/6748mW VDD_CPU_CV 3032mW/2935mW VIN_SYS_5V0 5224mW/5494mW
09-23-2026 17:26:02 RAM 16516/30697MB (lfb 180x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,100%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.875C soc2@54C soc0@55.531C gpu@53.218C tj@58.875C soc1@55.75C VDD_GPU_SOC 5308mW/6736mW VDD_CPU_CV 3032mW/2935mW VIN_SYS_5V0 5224mW/5492mW
09-23-2026 17:26:03 RAM 16514/30697MB (lfb 179x1MB) SWAP 471/15348MB (cached 0MB) CPU [9%@2201,1%@2201,0%@2201,1%@2201,2%@2201,1%@2201,0%@2201,0%@2201,100%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.687C soc2@54C soc0@55.281C gpu@53.25C tj@58.687C soc1@55.75C VDD_GPU_SOC 5308mW/6725mW VDD_CPU_CV 3411mW/2939mW VIN_SYS_5V0 5224mW/5490mW
09-23-2026 17:26:04 RAM 16515/30697MB (lfb 179x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@58.843C soc2@54C soc0@55.312C gpu@53.312C tj@58.843C soc1@55.781C VDD_GPU_SOC 4931mW/6711mW VDD_CPU_CV 3032mW/2940mW VIN_SYS_5V0 5024mW/5486mW
09-23-2026 17:26:05 RAM 16516/30697MB (lfb 179x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,100%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@58.406C soc2@53.968C soc0@55.375C gpu@53.218C tj@58.406C soc1@55.687C VDD_GPU_SOC 5308mW/6699mW VDD_CPU_CV 3032mW/2941mW VIN_SYS_5V0 5124mW/5483mW
09-23-2026 17:26:06 RAM 16522/30697MB (lfb 178x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.531C soc2@54C soc0@55.343C gpu@53.156C tj@58.531C soc1@55.812C VDD_GPU_SOC 5311mW/6688mW VDD_CPU_CV 3032mW/2941mW VIN_SYS_5V0 5224mW/5481mW
09-23-2026 17:26:07 RAM 16521/30697MB (lfb 177x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,2%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@58.5C soc2@53.875C soc0@55.437C gpu@53.156C tj@58.687C soc1@55.906C VDD_GPU_SOC 5311mW/6678mW VDD_CPU_CV 3032mW/2942mW VIN_SYS_5V0 5224mW/5479mW
09-23-2026 17:26:08 RAM 16522/30697MB (lfb 177x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,1%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@58.562C soc2@53.937C soc0@55.281C gpu@53.093C tj@58.562C soc1@55.531C VDD_GPU_SOC 5308mW/6667mW VDD_CPU_CV 3032mW/2943mW VIN_SYS_5V0 5224mW/5477mW
09-23-2026 17:26:09 RAM 16523/30697MB (lfb 177x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@58.75C soc2@53.875C soc0@55.218C gpu@53.125C tj@58.75C soc1@55.656C VDD_GPU_SOC 5311mW/6657mW VDD_CPU_CV 3032mW/2943mW VIN_SYS_5V0 5124mW/5474mW
09-23-2026 17:26:10 RAM 16525/30697MB (lfb 177x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,100%@2201,3%@2201,0%@2201,2%@2201] GR3D_FREQ 0% cpu@58.375C soc2@53.812C soc0@55.25C gpu@52.968C tj@58.375C soc1@55.687C VDD_GPU_SOC 4931mW/6643mW VDD_CPU_CV 3411mW/2947mW VIN_SYS_5V0 5024mW/5471mW
09-23-2026 17:26:11 RAM 16526/30697MB (lfb 177x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,2%@2201,0%@2201] GR3D_FREQ 0% cpu@58.812C soc2@53.843C soc0@55.25C gpu@53.156C tj@58.468C soc1@55.75C VDD_GPU_SOC 5308mW/6633mW VDD_CPU_CV 3032mW/2948mW VIN_SYS_5V0 5224mW/5469mW
09-23-2026 17:26:12 RAM 16530/30697MB (lfb 175x1MB) SWAP 471/15348MB (cached 0MB) CPU [2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@58.343C soc2@53.906C soc0@55.343C gpu@53.156C tj@58.343C soc1@55.75C VDD_GPU_SOC 5311mW/6623mW VDD_CPU_CV 3032mW/2948mW VIN_SYS_5V0 5224mW/5467mW
09-23-2026 17:26:13 RAM 16531/30697MB (lfb 175x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,2%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.406C soc2@53.687C soc0@55.375C gpu@53.125C tj@58.406C soc1@55.812C VDD_GPU_SOC 5308mW/6614mW VDD_CPU_CV 3032mW/2949mW VIN_SYS_5V0 5224mW/5465mW
09-23-2026 17:26:14 RAM 16532/30697MB (lfb 175x1MB) SWAP 471/15348MB (cached 0MB) CPU [32%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,67%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.75C soc2@54.156C soc0@55.093C gpu@53.125C tj@58.75C soc1@55.562C VDD_GPU_SOC 5311mW/6604mW VDD_CPU_CV 3032mW/2950mW VIN_SYS_5V0 5224mW/5463mW
09-23-2026 17:26:15 RAM 16532/30697MB (lfb 175x1MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.687C soc2@54.125C soc0@55.187C gpu@53.093C tj@58.687C soc1@55.562C VDD_GPU_SOC 5308mW/6594mW VDD_CPU_CV 3032mW/2950mW VIN_SYS_5V0 5124mW/5461mW
09-23-2026 17:26:16 RAM 16530/30697MB (lfb 174x1MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.843C soc2@54.062C soc0@55.25C gpu@53.093C tj@58.843C soc1@55.468C VDD_GPU_SOC 4931mW/6582mW VDD_CPU_CV 3032mW/2951mW VIN_SYS_5V0 4923mW/5457mW
09-23-2026 17:26:17 RAM 16527/30697MB (lfb 171x1MB) SWAP 471/15348MB (cached 0MB) CPU [19%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,1%@2201] GR3D_FREQ 99% cpu@59.156C soc2@55.562C soc0@56.687C gpu@59.906C tj@59.906C soc1@55.75C VDD_GPU_SOC 30456mW/6755mW VDD_CPU_CV 1879mW/2943mW VIN_SYS_5V0 11153mW/5498mW
09-23-2026 17:26:18 RAM 16527/30697MB (lfb 171x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@59.937C soc2@56.156C soc0@57.218C gpu@60.968C tj@60.968C soc1@56.093C VDD_GPU_SOC 36394mW/6968mW VDD_CPU_CV 1500mW/2933mW VIN_SYS_5V0 11957mW/5545mW
09-23-2026 17:26:19 RAM 16528/30697MB (lfb 171x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@60.312C soc2@56.5C soc0@57.468C gpu@61.375C tj@61.375C soc1@56.281C VDD_GPU_SOC 37144mW/7184mW VDD_CPU_CV 1500mW/2922mW VIN_SYS_5V0 12057mW/5591mW
09-23-2026 17:26:20 RAM 16528/30697MB (lfb 171x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 99% cpu@60.843C soc2@56.718C soc0@57.562C gpu@61.812C tj@61.812C soc1@56.531C VDD_GPU_SOC 37144mW/7397mW VDD_CPU_CV 1500mW/2912mW VIN_SYS_5V0 12057mW/5637mW
09-23-2026 17:26:21 RAM 16528/30697MB (lfb 171x1MB) SWAP 471/15348MB (cached 0MB) CPU [34%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@61.062C soc2@56.125C soc0@56.812C gpu@56.25C tj@61.062C soc1@56.687C VDD_GPU_SOC 19249mW/7480mW VDD_CPU_CV 2263mW/2908mW VIN_SYS_5V0 8440mW/5657mW
09-23-2026 17:26:22 RAM 16528/30697MB (lfb 171x1MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@60.218C soc2@55.593C soc0@56.375C gpu@55.125C tj@59.937C soc1@56.625C VDD_GPU_SOC 6443mW/7473mW VDD_CPU_CV 3031mW/2909mW VIN_SYS_5V0 5425mW/5655mW
09-23-2026 17:26:23 RAM 16529/30697MB (lfb 171x1MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.562C soc2@55.406C soc0@56.156C gpu@54.687C tj@59.562C soc1@56.562C VDD_GPU_SOC 5308mW/7458mW VDD_CPU_CV 3032mW/2909mW VIN_SYS_5V0 5224mW/5652mW
09-23-2026 17:26:25 RAM 16528/30697MB (lfb 170x1MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,3%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@59.437C soc2@55.125C soc0@56.031C gpu@54.468C tj@59.437C soc1@56.593C VDD_GPU_SOC 5311mW/7443mW VDD_CPU_CV 3032mW/2910mW VIN_SYS_5V0 5124mW/5649mW
09-23-2026 17:26:26 RAM 16528/30697MB (lfb 170x1MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,2%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.437C soc2@55C soc0@56.031C gpu@53.937C tj@59.437C soc1@56.312C VDD_GPU_SOC 4931mW/7426mW VDD_CPU_CV 3032mW/2911mW VIN_SYS_5V0 5124mW/5645mW
09-23-2026 17:26:27 RAM 16529/30697MB (lfb 170x1MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.218C soc2@54.812C soc0@55.968C gpu@53.843C tj@59.218C soc1@56.218C VDD_GPU_SOC 4931mW/7409mW VDD_CPU_CV 3032mW/2912mW VIN_SYS_5V0 5124mW/5641mW
09-23-2026 17:26:28 RAM 16529/30697MB (lfb 170x1MB) SWAP 471/15348MB (cached 0MB) CPU [32%@2201,4%@2201,5%@2201,8%@2201,1%@2201,0%@2201,0%@2201,0%@2201,83%@2201,1%@2201,5%@2201,1%@2201] GR3D_FREQ 0% cpu@59.343C soc2@54.562C soc0@55.781C gpu@53.812C tj@59.343C soc1@56.156C VDD_GPU_SOC 4931mW/7392mW VDD_CPU_CV 3411mW/2915mW VIN_SYS_5V0 5024mW/5637mW
09-23-2026 17:26:29 RAM 16634/30697MB (lfb 134x1MB) SWAP 471/15348MB (cached 0MB) CPU [8%@2201,1%@2201,0%@2201,1%@2201,54%@2201,4%@2201,0%@2201,0%@2201,46%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@58.781C soc2@54.437C soc0@55.718C gpu@53.718C tj@58.781C soc1@56.062C VDD_GPU_SOC 5308mW/7378mW VDD_CPU_CV 2653mW/2914mW VIN_SYS_5V0 5526mW/5637mW
09-23-2026 17:26:30 RAM 16640/30697MB (lfb 132x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,8%@2201,0%@2201,0%@2201,1%@2201,1%@2201,100%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@58.781C soc2@54.312C soc0@55.687C gpu@53.656C tj@58.781C soc1@56.093C VDD_GPU_SOC 5308mW/7364mW VDD_CPU_CV 2653mW/2912mW VIN_SYS_5V0 5626mW/5636mW
09-23-2026 17:26:31 RAM 16642/30697MB (lfb 131x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,3%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@58.625C soc2@54.25C soc0@55.593C gpu@53.531C tj@58.625C soc1@56.218C VDD_GPU_SOC 5308mW/7351mW VDD_CPU_CV 2653mW/2910mW VIN_SYS_5V0 5626mW/5636mW
09-23-2026 17:26:32 RAM 16644/30697MB (lfb 130x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,100%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.687C soc2@54.093C soc0@55.656C gpu@53.562C tj@58.687C soc1@56.25C VDD_GPU_SOC 5311mW/7337mW VDD_CPU_CV 2653mW/2908mW VIN_SYS_5V0 5425mW/5635mW
09-23-2026 17:26:33 RAM 16686/30697MB (lfb 110x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,100%@2201,1%@2201,0%@2201,2%@2201] GR3D_FREQ 0% cpu@58.875C soc2@54.125C soc0@55.468C gpu@53.5C tj@58.875C soc1@55.812C VDD_GPU_SOC 5308mW/7324mW VDD_CPU_CV 3032mW/2909mW VIN_SYS_5V0 5425mW/5634mW
09-23-2026 17:26:34 RAM 16454/30697MB (lfb 1x2MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,98%@2201,2%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@59.062C soc2@54.093C soc0@55.468C gpu@53.375C tj@59.062C soc1@55.875C VDD_GPU_SOC 5308mW/7311mW VDD_CPU_CV 3032mW/2910mW VIN_SYS_5V0 5325mW/5632mW
09-23-2026 17:26:35 RAM 16460/30697MB (lfb 16x4MB) SWAP 471/15348MB (cached 0MB) CPU [1%@2201,0%@2201,1%@2201,1%@2201,40%@2201,0%@2201,0%@2201,1%@2201,0%@2201,66%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@58.906C soc2@54.125C soc0@55.437C gpu@53.437C tj@58.906C soc1@55.812C VDD_GPU_SOC 5688mW/7300mW VDD_CPU_CV 2653mW/2908mW VIN_SYS_5V0 5526mW/5631mW
09-23-2026 17:26:36 RAM 16454/30697MB (lfb 16x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,10%@2201,0%@2201,0%@2201,97%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@58.875C soc2@54.625C soc0@55.875C gpu@57.062C tj@58.875C soc1@55.906C VDD_GPU_SOC 9468mW/7314mW VDD_CPU_CV 2271mW/2904mW VIN_SYS_5V0 6330mW/5635mW
09-23-2026 17:26:37 RAM 16455/30697MB (lfb 16x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,28%@2201,0%@2201,0%@2201,35%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@59.687C soc2@55.468C soc0@56.656C gpu@56.375C tj@59.687C soc1@56.312C VDD_GPU_SOC 28236mW/7447mW VDD_CPU_CV 2257mW/2900mW VIN_SYS_5V0 9143mW/5658mW
09-23-2026 17:26:38 RAM 16455/30697MB (lfb 16x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59C soc2@54.375C soc0@55.843C gpu@54.093C tj@59C soc1@56.312C VDD_GPU_SOC 7201mW/7446mW VDD_CPU_CV 2273mW/2896mW VIN_SYS_5V0 5727mW/5658mW
09-23-2026 17:26:39 RAM 16456/30697MB (lfb 16x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,6%@2201,0%@2201,0%@2201,100%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@58.875C soc2@54.281C soc0@55.593C gpu@53.718C tj@58.875C soc1@55.937C VDD_GPU_SOC 5311mW/7432mW VDD_CPU_CV 2274mW/2892mW VIN_SYS_5V0 5425mW/5657mW
09-23-2026 17:26:40 RAM 18619/30697MB (lfb 17x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,3%@2201,0%@2201,2%@2201,100%@2201,1%@2201,2%@2201] GR3D_FREQ 0% cpu@59.156C soc2@54.25C soc0@55.531C gpu@53.781C tj@59.156C soc1@55.968C VDD_GPU_SOC 5688mW/7422mW VDD_CPU_CV 2653mW/2891mW VIN_SYS_5V0 5425mW/5655mW
09-23-2026 17:26:41 RAM 18870/30697MB (lfb 17x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,85%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@58.812C soc2@55.25C soc0@56.437C gpu@58.937C tj@58.937C soc1@56.031C VDD_GPU_SOC 16250mW/7476mW VDD_CPU_CV 1888mW/2884mW VIN_SYS_5V0 7736mW/5668mW
09-23-2026 17:26:42 RAM 18966/30697MB (lfb 17x1MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,6%@2201,0%@2201,0%@2201,27%@2201,1%@2201,0%@2201] GR3D_FREQ 99% cpu@60.281C soc2@56.062C soc0@57C gpu@60.343C tj@60.343C soc1@56.25C VDD_GPU_SOC 31584mW/7625mW VDD_CPU_CV 1879mW/2878mW VIN_SYS_5V0 11052mW/5701mW
