09-23-2026 23:48:33 RAM 4019/30697MB (lfb 254x4MB) SWAP 504/15348MB (cached 0MB) CPU [12%@2201,10%@2201,18%@2201,18%@2201,25%@2201,11%@2201,8%@2201,11%@2201,9%@2201,10%@2201,11%@2201,43%@2201] GR3D_FREQ 0% cpu@62.156C soc2@57.312C soc0@58.375C gpu@56.531C tj@62.156C soc1@58.875C VDD_GPU_SOC 5311mW/5311mW VDD_CPU_CV 4169mW/4169mW VIN_SYS_5V0 5024mW/5024mW
09-23-2026 23:50:22 RAM 24300/30697MB (lfb 2x4MB) SWAP 572/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,32%@2201,1%@2201,36%@2201,1%@2201,0%@2201] GR3D_FREQ 17% cpu@58.812C soc2@54.031C soc0@55.375C gpu@55.562C tj@58.812C soc1@54.968C VDD_GPU_SOC 23391mW/7745mW VDD_CPU_CV 1885mW/2885mW VIN_SYS_5V0 9445mW/5804mW
09-23-2026 23:50:23 RAM 24310/30697MB (lfb 2x4MB) SWAP 572/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,1%@2201,65%@2201,2%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@58.25C soc2@53.531C soc0@54.906C gpu@53.281C tj@58.25C soc1@55.125C VDD_GPU_SOC 11361mW/7778mW VDD_CPU_CV 2271mW/2880mW VIN_SYS_5V0 6732mW/5813mW
09-23-2026 23:50:24 RAM 24311/30697MB (lfb 2x4MB) SWAP 572/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,1%@2201,8%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@58.187C soc2@53.343C soc0@54.687C gpu@52.875C tj@58.187C soc1@55.093C VDD_GPU_SOC 5690mW/7759mW VDD_CPU_CV 2275mW/2874mW VIN_SYS_5V0 5626mW/5811mW
09-23-2026 23:50:25 RAM 24310/30697MB (lfb 2x4MB) SWAP 572/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,99%@2201,1%@2201,0%@2201,3%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@57.812C soc2@53.25C soc0@54.718C gpu@52.656C tj@57.812C soc1@55.062C VDD_GPU_SOC 5313mW/7737mW VDD_CPU_CV 2275mW/2869mW VIN_SYS_5V0 5425mW/5807mW
09-23-2026 23:50:26 RAM 24303/30697MB (lfb 3x4MB) SWAP 572/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,75%@2201,20%@2201,1%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@57.875C soc2@53.093C soc0@54.468C gpu@52.437C tj@57.875C soc1@54.812C VDD_GPU_SOC 5313mW/7716mW VDD_CPU_CV 2275mW/2864mW VIN_SYS_5V0 5325mW/5803mW
09-23-2026 23:50:27 RAM 24304/30697MB (lfb 3x4MB) SWAP 572/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@58.031C soc2@52.906C soc0@54.406C gpu@52.437C tj@58.031C soc1@54.687C VDD_GPU_SOC 5313mW/7695mW VDD_CPU_CV 2275mW/2858mW VIN_SYS_5V0 5325mW/5799mW
09-23-2026 23:50:28 RAM 22872/30697MB (lfb 48x4MB) SWAP 572/15348MB (cached 0MB) CPU [46%@2201,1%@2201,0%@2201,0%@2201,1%@2201,2%@2201,0%@2201,47%@2201,0%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@57.593C soc2@53.343C soc0@54.343C gpu@52.281C tj@57.593C soc1@54.687C VDD_GPU_SOC 4933mW/7671mW VDD_CPU_CV 2654mW/2857mW VIN_SYS_5V0 5024mW/5792mW
09-23-2026 23:50:29 RAM 8110/30697MB (lfb 395x4MB) SWAP 572/15348MB (cached 0MB) CPU [74%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,26%@2201,44%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@57.406C soc2@52.906C soc0@54.406C gpu@52.281C tj@57.468C soc1@54.781C VDD_GPU_SOC 5313mW/7650mW VDD_CPU_CV 3033mW/2858mW VIN_SYS_5V0 5425mW/5789mW
09-23-2026 23:50:30 RAM 7986/30697MB (lfb 400x4MB) SWAP 572/15348MB (cached 0MB) CPU [0%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@57.406C soc2@52.875C soc0@54.343C gpu@52.312C tj@57.406C soc1@54.843C VDD_GPU_SOC 5313mW/7630mW VDD_CPU_CV 2275mW/2853mW VIN_SYS_5V0 5425mW/5786mW
09-23-2026 23:50:31 RAM 7986/30697MB (lfb 400x4MB) SWAP 572/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,99%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@57.218C soc2@52.687C soc0@54.406C gpu@51.968C tj@57.218C soc1@54.5C VDD_GPU_SOC 5313mW/7611mW VDD_CPU_CV 2276mW/2848mW VIN_SYS_5V0 5325mW/5782mW
09-23-2026 23:50:32 RAM 7050/30697MB (lfb 430x4MB) SWAP 572/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,91%@2201,0%@2201,2%@2201,0%@2201] GR3D_FREQ 0% cpu@57.75C soc2@52.687C soc0@54.125C gpu@51.937C tj@57.75C soc1@54.437C VDD_GPU_SOC 5313mW/7591mW VDD_CPU_CV 2654mW/2847mW VIN_SYS_5V0 5224mW/5777mW
