09-24-2026 08:33:03 RAM 7187/30697MB (lfb 224x4MB) SWAP 614/15348MB (cached 1MB) CPU [31%@2201,14%@2201,21%@2201,9%@2201,22%@2201,19%@2201,21%@2201,18%@2201,15%@2201,16%@2201,11%@2201,26%@2201] GR3D_FREQ 0% cpu@62.187C soc2@56.843C soc0@57.843C gpu@55.968C tj@62.187C soc1@58.375C VDD_GPU_SOC 5308mW/5308mW VDD_CPU_CV 4167mW/4167mW VIN_SYS_5V0 5325mW/5325mW
09-24-2026 08:34:51 RAM 24496/30697MB (lfb 3x4MB) SWAP 814/15348MB (cached 1MB) CPU [0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@57.125C soc2@52.125C soc0@53.5C gpu@51.718C tj@57.125C soc1@53.875C VDD_GPU_SOC 5313mW/7594mW VDD_CPU_CV 3033mW/3650mW VIN_SYS_5V0 5425mW/5866mW
09-24-2026 08:34:52 RAM 24269/30697MB (lfb 5x4MB) SWAP 814/15348MB (cached 1MB) CPU [0%@2201,0%@2201,0%@2201,88%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,11%@2201,1%@2201] GR3D_FREQ 0% cpu@56.5C soc2@52.062C soc0@53.5C gpu@51.625C tj@56.5C soc1@53.843C VDD_GPU_SOC 5313mW/7574mW VDD_CPU_CV 3033mW/3644mW VIN_SYS_5V0 5224mW/5861mW
09-24-2026 08:34:53 RAM 24265/30697MB (lfb 5x4MB) SWAP 814/15348MB (cached 1MB) CPU [2%@2201,0%@2201,1%@2201,0%@2201,0%@2201,73%@2201,1%@2201,1%@2201,0%@2201,1%@2201,20%@2201,0%@2201] GR3D_FREQ 0% cpu@56.843C soc2@52C soc0@53.562C gpu@51.687C tj@56.843C soc1@53.875C VDD_GPU_SOC 5690mW/7557mW VDD_CPU_CV 2275mW/3632mW VIN_SYS_5V0 5526mW/5858mW
09-24-2026 08:34:54 RAM 24322/30697MB (lfb 2x4MB) SWAP 814/15348MB (cached 1MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,6%@2201,64%@2201,0%@2201,1%@2201,33%@2201,2%@2201,0%@2201,1%@2201] GR3D_FREQ 99% cpu@57.375C soc2@52.781C soc0@54.343C gpu@56.031C tj@57.375C soc1@53.687C VDD_GPU_SOC 20390mW/7671mW VDD_CPU_CV 2264mW/3619mW VIN_SYS_5V0 8842mW/5884mW
09-24-2026 08:34:55 RAM 24335/30697MB (lfb 2x4MB) SWAP 814/15348MB (cached 1MB) CPU [0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,37%@2201,0%@2201,0%@2201,3%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@57.906C soc2@52.687C soc0@53.968C gpu@53.375C tj@57.906C soc1@53.843C VDD_GPU_SOC 19643mW/7777mW VDD_CPU_CV 1888mW/3604mW VIN_SYS_5V0 8339mW/5906mW
09-24-2026 08:34:56 RAM 24335/30697MB (lfb 2x4MB) SWAP 814/15348MB (cached 1MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,100%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@57.375C soc2@52.218C soc0@53.625C gpu@52.187C tj@57.375C soc1@53.812C VDD_GPU_SOC 6449mW/7765mW VDD_CPU_CV 2275mW/3592mW VIN_SYS_5V0 5626mW/5904mW
09-24-2026 08:34:57 RAM 25129/30697MB (lfb 2x4MB) SWAP 817/15348MB (cached 1MB) CPU [3%@2201,3%@2201,2%@2201,2%@2201,1%@2201,88%@2201,11%@2201,2%@2201,20%@2201,10%@2201,8%@2201,2%@2201] GR3D_FREQ 0% cpu@57.062C soc2@52.125C soc0@53.531C gpu@52C tj@57.062C soc1@53.781C VDD_GPU_SOC 5690mW/7747mW VDD_CPU_CV 3411mW/3591mW VIN_SYS_5V0 5626mW/5901mW
09-24-2026 08:34:58 RAM 27572/30697MB (lfb 1x4MB) SWAP 837/15348MB (cached 1MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,98%@2201,1%@2201,26%@2201,3%@2201,76%@2201,1%@2201] GR3D_FREQ 0% cpu@57.093C soc2@52.093C soc0@53.5C gpu@52.031C tj@57.093C soc1@53.75C VDD_GPU_SOC 5690mW/7730mW VDD_CPU_CV 4169mW/3596mW VIN_SYS_5V0 5727mW/5900mW
09-24-2026 08:34:59 RAM 27551/30697MB (lfb 1x4MB) SWAP 845/15348MB (cached 1MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,4%@2201,94%@2201,0%@2201,7%@2201,35%@2201,1%@2201] GR3D_FREQ 0% cpu@56.656C soc2@51.812C soc0@53.468C gpu@51.187C tj@56.656C soc1@53.875C VDD_GPU_SOC 5313mW/7709mW VDD_CPU_CV 2654mW/3588mW VIN_SYS_5V0 5526mW/5896mW
09-24-2026 08:35:00 RAM 27549/30697MB (lfb 3x4MB) SWAP 845/15348MB (cached 1MB) CPU [32%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,41%@2201,54%@2201,0%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@56.625C soc2@51.718C soc0@53.468C gpu@51.093C tj@56.625C soc1@53.437C VDD_GPU_SOC 5313mW/7689mW VDD_CPU_CV 2654mW/3580mW VIN_SYS_5V0 5425mW/5892mW
09-24-2026 08:35:01 RAM 27547/30697MB (lfb 3x4MB) SWAP 845/15348MB (cached 1MB) CPU [8%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,99%@2201,0%@2201,0%@2201,2%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@56.781C soc2@51.718C soc0@53.187C gpu@51.062C tj@56.781C soc1@53.468C VDD_GPU_SOC 5313mW/7669mW VDD_CPU_CV 2275mW/3569mW VIN_SYS_5V0 5325mW/5888mW
09-24-2026 08:35:03 RAM 24175/30697MB (lfb 27x4MB) SWAP 845/15348MB (cached 1MB) CPU [2%@2201,0%@2201,0%@2201,0%@2201,1%@2201,68%@2201,26%@2201,0%@2201,1%@2201,13%@2201,1%@2201,2%@2201] GR3D_FREQ 0% cpu@56.843C soc2@51.781C soc0@53.187C gpu@51.125C tj@56.843C soc1@53.406C VDD_GPU_SOC 5311mW/7649mW VDD_CPU_CV 3033mW/3564mW VIN_SYS_5V0 5224mW/5882mW
09-24-2026 08:35:04 RAM 7982/30697MB (lfb 319x4MB) SWAP 845/15348MB (cached 1MB) CPU [27%@2201,0%@2201,1%@2201,0%@2201,0%@2201,73%@2201,0%@2201,0%@2201,1%@2201,76%@2201,2%@2201,2%@2201] GR3D_FREQ 0% cpu@56.375C soc2@51.812C soc0@53.156C gpu@51.125C tj@56.375C soc1@53.343C VDD_GPU_SOC 5311mW/7630mW VDD_CPU_CV 3032mW/3560mW VIN_SYS_5V0 5626mW/5880mW
09-24-2026 08:35:05 RAM 7941/30697MB (lfb 319x4MB) SWAP 845/15348MB (cached 1MB) CPU [100%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@56.343C soc2@51.75C soc0@53.125C gpu@51.125C tj@56.343C soc1@53.437C VDD_GPU_SOC 5313mW/7611mW VDD_CPU_CV 2275mW/3549mW VIN_SYS_5V0 5425mW/5876mW
09-24-2026 08:35:06 RAM 7938/30697MB (lfb 319x4MB) SWAP 844/15348MB (cached 1MB) CPU [100%@2201,3%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201,2%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@56.187C soc2@51.625C soc0@53.281C gpu@50.968C tj@56.187C soc1@53.468C VDD_GPU_SOC 5313mW/7592mW VDD_CPU_CV 2276mW/3539mW VIN_SYS_5V0 5325mW/5872mW
09-24-2026 08:35:07 RAM 6927/30697MB (lfb 331x4MB) SWAP 844/15348MB (cached 1MB) CPU [79%@2201,2%@2201,1%@2201,1%@2201,2%@2201,0%@2201,0%@2201,14%@2201,0%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@56.437C soc2@51.437C soc0@52.937C gpu@50.968C tj@56.437C soc1@53.25C VDD_GPU_SOC 5313mW/7574mW VDD_CPU_CV 2275mW/3529mW VIN_SYS_5V0 5224mW/5867mW
